69	168.93421	160	6	3	37	1.25	3	2	0	0	597	99	-12936.78649
70	173.04	160	6	3	39	1.1	3	2	0	0	603	-1.93	-13388.04859
71	174.967	172	6	3	41	1.27	3	2	0	1	524	33.4	-13848.23038
72	178.49	159	6	4	45	1.3	4	2	0	2	659	1.64	-14317.49372
73	180.9479	160	6	5	48	1.5	5	2	0	3	761	31	-14795.8842
74	183.84	141	6	6	51	1.7	6	2	0	4	770	78.76	-15283.44882
75	186.207	160	6	7	54	1.9	7	2	0	5	760	5.8273	-15780.23602
76	190.23	135	6	8	57	2.2	8	2	0	6	839	106.1	-16286.29541
77	192.22	136	6	9	60	2.2	9	2	0	7	878	150.94	-16801.67747
78	195.08	139	6	10	63	2.28	10	1	0	9	868	205.041	-17326.57638
79	196.96654	144	6	11	66	2.54	11	1	0	10	890	222.747	-17860.79094
80	200.59	155	6	12	71	2	12	2	0	10	1007	-50	-18404.27422
81	204.3833	171	6	13	76	1.62	3	2	1	10	589	36.4	-18956.95763
82	207.2	175	6	14	81	1.8	4	2	2	10	716	34.4204	-19518.99315
83	208.98037	182	6	15	86	2.02	5	2	3	10	703	90.924	-20090.41445
